 # Once                                                             FEFF 9.9.1
 # POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
 # Abs   Z=29 Rmt= 1.449 Rnm= 1.502 K  shell
 # Pot 1 Z=29 Rmt= 1.354 Rnm= 1.391
 # Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
 # Mu=-8.102E+00eV kf=1.979E+00 Vint=-1.705E+01eV Rs_int= 1.832
 # PATH  Rmax= 9.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   28      icalc       2
 -----------------------------------------------------------------------
   2  48.000   6.7537    2.6317   -8.10205 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  29 Cu       absorbing atom
     1.8050   -3.6100   -5.4150  1  29 Cu    
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  3.8196E+00  0.0000E+00 -7.2349E-01  9.613E-01  1.3521E+01  1.5341E+00
  0.100  3.8212E+00  4.7997E-02 -2.0330E+00  9.616E-01  1.3548E+01  1.5372E+00
  0.200  3.8261E+00  9.5022E-02 -3.2607E+00  9.626E-01  1.3629E+01  1.5465E+00
  0.300  3.8339E+00  1.4025E-01 -4.4085E+00  9.643E-01  1.3758E+01  1.5619E+00
  0.400  3.8442E+00  1.8312E-01 -5.4791E+00  9.666E-01  1.3928E+01  1.5833E+00
  0.500  3.8565E+00  2.2331E-01 -6.4758E+00  9.695E-01  1.4129E+01  1.6103E+00
  0.600  3.8700E+00  2.6074E-01 -7.4024E+00  9.729E-01  1.4348E+01  1.6427E+00
  0.700  3.8839E+00  2.9546E-01 -8.2624E+00  9.768E-01  1.4570E+01  1.6803E+00
  0.800  3.8973E+00  3.2754E-01 -9.0596E+00  9.811E-01  1.4779E+01  1.7228E+00
  0.900  3.9094E+00  3.5700E-01 -9.7974E+00  9.859E-01  1.4957E+01  1.7698E+00
  1.000  3.9191E+00  3.8383E-01 -1.0479E+01  9.910E-01  1.5089E+01  1.8212E+00
  1.100  3.9257E+00  4.0791E-01 -1.1108E+01  9.965E-01  1.5163E+01  1.8765E+00
  1.200  3.9283E+00  4.2906E-01 -1.1686E+01  1.002E+00  1.5169E+01  1.9357E+00
  1.300  3.9263E+00  4.4706E-01 -1.2215E+01  1.009E+00  1.5102E+01  1.9985E+00
  1.400  3.9190E+00  4.6168E-01 -1.2699E+01  1.015E+00  1.4963E+01  2.0648E+00
  1.500  3.9058E+00  4.7272E-01 -1.3137E+01  1.022E+00  1.4759E+01  2.1344E+00
  1.600  3.8864E+00  4.8000E-01 -1.3530E+01  1.029E+00  1.4500E+01  2.2073E+00
  1.700  3.8603E+00  4.8342E-01 -1.3879E+01  1.036E+00  1.4201E+01  2.2834E+00
  1.800  3.8273E+00  4.8293E-01 -1.4183E+01  1.044E+00  1.3881E+01  2.3628E+00
  1.900  3.7871E+00  4.7860E-01 -1.4441E+01  1.051E+00  1.3557E+01  2.4453E+00
  2.000  3.7394E+00  4.7048E-01 -1.4651E+01  1.058E+00  1.3252E+01  2.5313E+00
  2.200  3.6214E+00  4.4332E-01 -1.4914E+01  1.069E+00  1.2783E+01  2.7137E+00
  2.400  3.4300E+00  3.8647E-01 -1.4729E+01  1.104E+00  1.0874E+01  2.9280E+00
  2.600  3.3513E+00  3.4127E-01 -1.5199E+01  1.267E+00  6.6349E+00  3.1006E+00
  2.800  3.3443E+00  3.2023E-01 -1.6059E+01  1.307E+00  5.7967E+00  3.2412E+00
  3.000  3.3016E+00  2.9536E-01 -1.6729E+01  1.315E+00  5.4084E+00  3.3917E+00
  3.200  3.2405E+00  2.6670E-01 -1.7256E+01  1.307E+00  5.2492E+00  3.5486E+00
  3.400  3.1677E+00  2.4097E-01 -1.7639E+01  1.292E+00  5.2129E+00  3.7108E+00
  3.600  3.0878E+00  2.2292E-01 -1.7887E+01  1.271E+00  5.2534E+00  3.8775E+00
  3.800  3.0014E+00  2.2011E-01 -1.8018E+01  1.249E+00  5.3467E+00  4.0483E+00
  4.000  2.9105E+00  2.3574E-01 -1.8088E+01  1.228E+00  5.4790E+00  4.2226E+00
  4.200  2.8172E+00  2.6846E-01 -1.8154E+01  1.208E+00  5.6418E+00  4.4000E+00
  4.400  2.7207E+00  3.1341E-01 -1.8240E+01  1.187E+00  5.8291E+00  4.5801E+00
  4.600  2.6221E+00  3.6449E-01 -1.8344E+01  1.169E+00  6.0370E+00  4.7626E+00
  4.800  2.5215E+00  4.1608E-01 -1.8451E+01  1.153E+00  6.2625E+00  4.9470E+00
  5.000  2.4194E+00  4.7014E-01 -1.8563E+01  1.134E+00  6.5036E+00  5.1333E+00
  5.200  2.3162E+00  5.2193E-01 -1.8672E+01  1.118E+00  6.7585E+00  5.3211E+00
  5.400  2.2127E+00  5.7037E-01 -1.8774E+01  1.104E+00  7.0260E+00  5.5102E+00
  5.600  2.1100E+00  6.1713E-01 -1.8871E+01  1.089E+00  7.3048E+00  5.7004E+00
  5.800  2.0086E+00  6.5931E-01 -1.8961E+01  1.076E+00  7.5944E+00  5.8918E+00
  6.000  1.9087E+00  6.9673E-01 -1.9044E+01  1.064E+00  7.8938E+00  6.0840E+00
  6.500  1.6687E+00  7.6400E-01 -1.9224E+01  1.039E+00  8.6819E+00  6.5677E+00
  7.000  1.4402E+00  7.9416E-01 -1.9378E+01  1.020E+00  9.5214E+00  7.0550E+00
  7.500  1.2205E+00  7.9570E-01 -1.9511E+01  1.006E+00  1.0407E+01  7.5451E+00
  8.000  1.0037E+00  7.8039E-01 -1.9630E+01  9.927E-01  1.1336E+01  8.0371E+00
  8.500  7.9950E-01  7.5010E-01 -1.9739E+01  9.819E-01  1.2304E+01  8.5307E+00
  9.000  6.0727E-01  7.0770E-01 -1.9843E+01  9.731E-01  1.3309E+01  9.0255E+00
  9.500  4.2579E-01  6.5782E-01 -1.9945E+01  9.656E-01  1.4351E+01  9.5212E+00
 10.000  2.5025E-01  6.0777E-01 -2.0048E+01  9.573E-01  1.5426E+01  1.0018E+01
 11.000 -8.9275E-02  5.1581E-01 -2.0246E+01  9.418E-01  1.7675E+01  1.1012E+01
 12.000 -4.0210E-01  4.3066E-01 -2.0441E+01  9.325E-01  2.0046E+01  1.2008E+01
 13.000 -6.9236E-01  3.6076E-01 -2.0638E+01  9.274E-01  2.2532E+01  1.3005E+01
 14.000 -9.6011E-01  3.0390E-01 -2.0833E+01  9.246E-01  2.5128E+01  1.4003E+01
 15.000 -1.2079E+00  2.5953E-01 -2.1033E+01  9.240E-01  2.7828E+01  1.5001E+01
 16.000 -1.4391E+00  2.2644E-01 -2.1233E+01  9.240E-01  3.0628E+01  1.6000E+01
 17.000 -1.6533E+00  2.0025E-01 -2.1434E+01  9.250E-01  3.3524E+01  1.6999E+01
 18.000 -1.8543E+00  1.7907E-01 -2.1624E+01  9.261E-01  3.6511E+01  1.7998E+01
 19.000 -2.0419E+00  1.6181E-01 -2.1809E+01  9.276E-01  3.9587E+01  1.8998E+01
 20.000 -2.2181E+00  1.4877E-01 -2.1987E+01  9.291E-01  4.2748E+01  1.9997E+01
